,"Type","Date","Num","Adj","Name","Memo","Account Type","Account","Clr","Split","Debit","Credit","Balance"
,"Invoice","28-03-2024","MC05548",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",677769.60,24142020.43
,"Invoice","02-04-2024","MC05551",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",478425.60,24620446.03
,"Invoice","03-04-2024","MC05558",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",575163.42,25195609.45
,"Invoice","04-04-2024","MC05562",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",343094.58,25538704.03
,"Invoice","04-04-2024","MC05568",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",480833.28,26019537.31
,"Invoice","05-04-2024","MC05571",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",37565.10,26057102.41
,"Invoice","09-04-2024","MC05579",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",345598.92,26402701.33
,"Invoice","09-04-2024","MC05583",,"Unilever Kenya Ltd","Outer Vim Lemon Fresh 500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",5908.50,26408609.83
,"Invoice","15-04-2024","MC05600",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",761319.36,27169929.19
,"Invoice","17-04-2024","MC05604",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",748797.66,27918726.85
,"Invoice","18-04-2024","MC05605",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",280486.08,28199212.93
,"Invoice","18-04-2024","MC05608",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",520902.72,28720115.65
,"Invoice","23-04-2024","MC05629",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",774675.84,29494791.49
,"Invoice","24-04-2024","MC05632",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",400694.40,29895485.89
,"Invoice","26-04-2024","MC05639",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",216208.02,30111693.91
,"Invoice","26-04-2024","MC05642",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",554293.92,30665987.83
,"Invoice","29-04-2024","MC05646",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",160277.76,30826265.59
,"Invoice","03-05-2024","MC05658",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",200347.20,31026612.79
,"Invoice","03-05-2024","MC05661",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",120208.32,31146821.11
,"Invoice","03-05-2024","MC05664",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",318051.18,31464872.29
,"Invoice","03-05-2024","MC05666",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",440763.84,31905636.13
,"Invoice","08-05-2024","MC05677",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",529250.52,32434886.65
,"Invoice","09-05-2024","MC05685",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",80138.88,32515025.53
,"Credit Note","09-05-2024","CN01060",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable",13356.48,"",32501669.05
,"Invoice","09-05-2024","MC05690",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",408207.42,32909876.47
,"Invoice","14-05-2024","MC05697",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",664484.88,33574361.35
,"Invoice","15-05-2024","MC05707",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",368972.76,33943334.11
,"Invoice","20-05-2024","MC05720",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",601041.60,34544375.71
,"Invoice","21-05-2024","MC05724",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",476659.38,35021035.09
,"Invoice","21-05-2024","MC05727",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",761319.36,35782354.45
,"Invoice","23-05-2024","MC05737",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",1586082.00,37368436.45
,"Invoice","24-05-2024","MC05740",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",314712.06,37683148.51
,"Invoice","24-05-2024","MC05751",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",360624.96,38043773.47
,"Invoice","28-05-2024","MC05759",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",360624.96,38404398.43
,"Invoice","29-05-2024","MC05766",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",120208.32,38524606.75
,"Invoice","30-05-2024","MC05781",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",480833.28,39005440.03
,"Invoice","31-05-2024","MC05783",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",669493.56,39674933.59
,"Invoice","04-06-2024","MC05786",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",505041.90,40179975.49
,"Invoice","06-06-2024","MC05791",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",120208.32,40300183.81
,"Invoice","07-06-2024","MC05798",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",40069.44,40340253.25
,"Invoice","10-06-2024","MC05806",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",328903.32,40669156.57
,"Invoice","11-06-2024","MC05811",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",601041.60,41270198.17
,"Invoice","12-06-2024","MC05816",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",400694.40,41670892.57
,"Invoice","13-06-2024","MC05821",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",667824.00,42338716.57
,"Invoice","13-06-2024","MC05822",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",400694.40,42739410.97
,"Invoice","14-06-2024","MC05824",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",568485.18,43307896.15
,"Invoice","21-06-2024","MC05846",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",601041.60,43908937.75
,"Invoice","24-06-2024","MC05848",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",400694.40,44309632.15
,"Invoice","24-06-2024","MC05855",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",1377387.00,45687019.15
,"Invoice","24-06-2024","MC05857",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",95999.70,45783018.85
,"Invoice","26-06-2024","MC05867",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",417390.00,46200408.85
,"Invoice","28-06-2024","MC05870",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",788032.32,46988441.17
,"Invoice","28-06-2024","MC05871",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",80138.88,47068580.05
,"Invoice","03-07-2024","MC05879",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",601473.60,47670053.65
,"Invoice","05-07-2024","MC05897",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",626535.00,48296588.65
,"Invoice","08-07-2024","MC05899",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",240589.44,48537178.09
,"Invoice","09-07-2024","MC05903",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",521277.12,49058455.21
,"Invoice","12-07-2024","MC05914",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",200491.20,49258946.41
,"Invoice","12-07-2024","MC05920",,"Unilever Kenya Ltd","Outer Vim Lemon Fresh 500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",3939.00,49262885.41
,"Invoice","17-07-2024","MC05935",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",468648.18,49731533.59
,"Invoice","17-07-2024","MC05943",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",441080.64,50172614.23
,"Invoice","18-07-2024","MC05948",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",709237.62,50881851.85
,"Invoice","18-07-2024","MC05950",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",320785.92,51202637.77
,"Invoice","19-07-2024","MC05953",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",120294.72,51322932.49
,"Invoice","23-07-2024","MC05959",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",406830.06,51729762.55
,"Invoice","23-07-2024","MC05964",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",320785.92,52050548.47
,"Invoice","31-07-2024","MC05986",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",481178.88,52531727.35
,"Invoice","01-08-2024","MC05991",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",40098.24,52571825.59
,"Invoice","01-08-2024","MC05994",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",666633.24,53238458.83
,"Invoice","02-08-2024","MC05998",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",593119.80,53831578.63
,"Invoice","06-08-2024","MC06001",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",360884.16,54192462.79
,"Invoice","08-08-2024","MC06011",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",561375.36,54753838.15
,"Invoice","09-08-2024","MC06023",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",327468.96,55081307.11
,"Invoice","12-08-2024","MC06028",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",656608.68,55737915.79
,"Invoice","15-08-2024","MC06040",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",187960.50,55925876.29
,"Invoice","19-08-2024","MC06048",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",160392.96,56086269.25
,"Invoice","20-08-2024","MC06053",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",1587222.00,57673491.25
,"Invoice","21-08-2024","MC06055",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",160392.96,57833884.21
,"Invoice","23-08-2024","MC06072",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",601473.60,58435357.81
,"Invoice","23-08-2024","MC06074",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",835380.00,59270737.81
,"Invoice","23-08-2024","MC06075",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",568893.78,59839631.59
,"Invoice","26-08-2024","MC06077",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",160392.96,60000024.55
,"Invoice","26-08-2024","MC06083",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",213857.28,60213881.83
,"Invoice","27-08-2024","MC06088",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",160392.96,60374274.79
,"Invoice","28-08-2024","MC06093",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",1587222.00,61961496.79
,"Invoice","29-08-2024","MC06094",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",464471.28,62425968.07
,"Invoice","29-08-2024","MC06099",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",601473.60,63027441.67
,"Invoice","04-09-2024","MC06117",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",83538.00,63110979.67
,"Invoice","05-09-2024","MC06124",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",1002456.00,64113435.67
,"Invoice","09-09-2024","MC06130",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",1253070.00,65366505.67
,"Invoice","12-09-2024","MC06148",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",801964.80,66168470.47
,"Invoice","16-09-2024","MC06154",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",411842.34,66580312.81
,"Invoice","17-09-2024","MC06157",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",400982.40,66981295.21
,"Invoice","20-09-2024","MC06173",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",376756.38,67358051.59
,"Invoice","21-09-2024","MC06180",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",481178.88,67839230.47
,"Invoice","23-09-2024","MC06182",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",400982.40,68240212.87
,"Invoice","23-09-2024","MC06184",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",120294.72,68360507.59
,"Invoice","25-09-2024","MC06200",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",578082.96,68938590.55
,"Invoice","26-09-2024","MC06203",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",705060.72,69643651.27
,"Invoice","27-09-2024","MC06212",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",400982.40,70044633.67
,"Invoice","30-09-2024","MC06222",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",751842.00,70796475.67
,"Invoice","03-10-2024","MC06230",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",376863.66,71173339.33
,"Invoice","04-10-2024","MC06235",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",805766.40,71979105.73
,"Invoice","07-10-2024","MC06236",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",791497.62,72770603.35
,"Invoice","08-10-2024","MC06239",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",780586.20,73551189.55
,"Invoice","11-10-2024","MC06252",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",1259010.00,74810199.55
,"Invoice","16-10-2024","MC06263",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",201441.60,75011641.15
,"Invoice","17-10-2024","MC06270",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",201441.60,75213082.75
,"Invoice","18-10-2024","MC06277",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",523748.16,75736830.91
,"Invoice","18-10-2024","MC06279",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",1510812.00,77247642.91
,"Invoice","18-10-2024","MC06280",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",79737.30,77327380.21
,"Invoice","22-10-2024","MC06285",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",523748.16,77851128.37
,"Invoice","24-10-2024","MC06291",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",663078.60,78514206.97
,"Invoice","25-10-2024","MC06301",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",40288.32,78554495.29
,"Invoice","25-10-2024","MC06303",,"Unilever Kenya Ltd","Outer Vim Lemon Fresh 500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",2757.30,78557252.59
,"Invoice","28-10-2024","MC06305",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",805766.40,79363018.99
,"Invoice","30-10-2024","MC06319",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",440653.50,79803672.49
,"Invoice","30-10-2024","MC06323",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",839340.00,80643012.49
,"Invoice","31-10-2024","MC06325",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",606842.82,81249855.31
,"Invoice","06-11-2024","MC06331",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",595092.06,81844947.37
,"Invoice","07-11-2024","MC06345",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",1259010.00,83103957.37
,"Invoice","13-11-2024","MC06353",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",711760.32,83815717.69
,"Invoice","14-11-2024","MC06360",,"Unilever Kenya Ltd:Vim","Vim Lemon Fresh 24x500g","Income","Vim Lemon Fresh 24x500g",,"Accounts Receivable","",433099.44,84248817.13
